message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.892060954";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.891356755";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.889808997";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.875681850";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.875012762";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.873310670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.860300716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.859613124";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.857943865";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.843804268";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.843303401";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.841420816";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.827512356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.826985192";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.825196301";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.812345043";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.811730039";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.809855396";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.796159604";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.795539962";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.793596650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.779989812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.779358329";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.777409795";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.763829412";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.763219578";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.761119190";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.747667312";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.747080203";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.745818864";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.731501847";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.730948415";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.729530345";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.716289912";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.715688050";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.713214531";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.700063149";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.699469281";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.696948410";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.683867703";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.683266251";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.681686055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.667591134";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.667037918";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.665305739";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.652235657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.651587721";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.649793844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.635809268";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.635179244";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.633288082";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.620387652";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.619790976";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.617670120";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.604002662";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.603473055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.601174980";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.587607241";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.587178406";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.585555004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.572233776";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.571869377";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.569063902";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.555741833";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.555525588";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.553677987";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.540381077";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.539223439";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.537239702";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.524005240";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.523872867";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.521736261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.507574705";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.507419131";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.505336287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.492182606";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.491004811";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.488942434";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.475769813";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.475525484";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.473519218";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.460373512";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.459126163";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.457950198";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.443995629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.443772872";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.441464016";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.427532542";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.427404080";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.424991934";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.412121075";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.411043573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.409561618";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.395693618";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.395672572";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.393151949";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.380273052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.379287371";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.377682148";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.363809453";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.363779389";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.361228119";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.348262070";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.347435741";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.345770743";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.331791179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.331084289";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.329353078";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.316366161";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.315582440";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.313755503";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.299887706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.299253237";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.297285483";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.283594160";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.282928381";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.280985322";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.268275072";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.267628616";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.265602932";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.252054964";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.251396575";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.249277605";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.235856115";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.235244174";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.233041200";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.219673276";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.219100171";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.217842227";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.204370372";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.203775794";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.201453874";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.188002435";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.187427052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.185945820";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.171600287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.171097234";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.169441405";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.156239504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.155660316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.153037316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.139849890";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.139289902";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.137656982";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.124438814";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.123834176";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.121242656";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.108035665";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.107482144";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.105848045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.091633991";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.091159224";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.089384092";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.076225418";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.075684231";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.073919400";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.059817337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.059325279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.057459386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.044439557";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.042992744";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.041092776";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.028162540";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.027717005";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.025708845";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142720.011931077";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142720.011438010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142720.009374012";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142719.995713752";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142719.995190705";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142719.993056267";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142719.979504585";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142719.978972537";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142719.977751530";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142719.964291724";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142719.963724744";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142719.961451009";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142719.947870086";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142719.947457926";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142719.945075409";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142719.932398721";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1696142719.931096436";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1696142719.929682249";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1696142719.916072603";"./src/turtle.cpp:update:260"
